id,project,branch,change_id,subject,status,created,updated,submitted,reviewers,revisions,total_comment_count,number,current_revision,discussion_messages_count,reviewers_count,revisions_count,owner_account_id,owner_name,owner_username,is_owner_bot,commit_message,git_command,changed_files,files_count,commit_id,topic,added_lines,deleted_lines,insertions,deletions
openstack%2Ftripleo-puppet-elements~master~I108a8aa37f706c9904365e4d8b8433e1d780c121,openstack/tripleo-puppet-elements,master,I108a8aa37f706c9904365e4d8b8433e1d780c121,Add openstack-nova-placement-api support,MERGED,2017-01-06 15:12:40.000000000,2017-01-06 20:02:25.000000000,2017-01-06 20:02:25.000000000,"[{'_account_id': 3}, {'_account_id': 6928}, {'_account_id': 7144}]","[{'number': 1, 'created': '2017-01-06 15:12:40.000000000', 'files': ['elements/overcloud-controller/pkg-map', 'elements/overcloud-controller/install.d/package-installs-overcloud-controller'], 'web_link': 'https://opendev.org/openstack/tripleo-puppet-elements/commit/9a07055f15e0cb8483176415f82c19d745db723d', 'message': 'Add openstack-nova-placement-api support\n\nAdd missing package for Nova Placement API.\n\nChange-Id: I108a8aa37f706c9904365e4d8b8433e1d780c121\n'}]",0,417412,9a07055f15e0cb8483176415f82c19d745db723d,8,3,1,3153,,,0,"Add openstack-nova-placement-api support

Add missing package for Nova Placement API.

Change-Id: I108a8aa37f706c9904365e4d8b8433e1d780c121
",git fetch https://review.opendev.org/openstack/tripleo-puppet-elements refs/changes/12/417412/1 && git format-patch -1 --stdout FETCH_HEAD,"['elements/overcloud-controller/pkg-map', 'elements/overcloud-controller/install.d/package-installs-overcloud-controller']",2,9a07055f15e0cb8483176415f82c19d745db723d,tripleo/nova/placement,nova_placement_package,,2,0
openstack%2Fkolla~master~I3030f6c850c08558d3155f29b691ce59102d20e7,openstack/kolla,master,I3030f6c850c08558d3155f29b691ce59102d20e7,neutron-vpnaas cannot run as root for redhat derivatives,MERGED,2016-11-24 11:31:37.000000000,2017-01-06 20:00:10.000000000,2017-01-06 20:00:10.000000000,"[{'_account_id': 3}, {'_account_id': 7488}, {'_account_id': 16233}, {'_account_id': 19316}]","[{'number': 1, 'created': '2016-11-24 11:31:37.000000000', 'files': [], 'web_link': 'https://opendev.org/openstack/kolla/commit/e9ff3021b0ac0895fbdde560e71738d2eabc3ee4', 'message': 'neutron-vpnaas cannot run as root for redhat derivatives\n\nThe libreswan driver required by redhat derived bases currently requires\nroot in Neutron. Remove this if condition once\nhttps://bugs.launchpad.net/neutron/+bug/1644517 is addressed.\n\nChange-Id: I3030f6c850c08558d3155f29b691ce59102d20e7\n'}, {'number': 2, 'created': '2017-01-06 14:21:27.000000000', 'files': ['docker/neutron/neutron-vpnaas-agent/Dockerfile.j2'], 'web_link': 'https://opendev.org/openstack/kolla/commit/717fd489b384de601c5f18091b7c212c434f0a7b', 'message': 'neutron-vpnaas cannot run as root for redhat derivatives\n\nThe libreswan driver required by redhat derived bases currently requires\nroot in Neutron. Remove this if condition once\nhttps://bugs.launchpad.net/neutron/+bug/1644517 is addressed.\n\nChange-Id: I3030f6c850c08558d3155f29b691ce59102d20e7\n'}]",1,401979,717fd489b384de601c5f18091b7c212c434f0a7b,13,4,2,1390,,,0,"neutron-vpnaas cannot run as root for redhat derivatives

The libreswan driver required by redhat derived bases currently requires
root in Neutron. Remove this if condition once
https://bugs.launchpad.net/neutron/+bug/1644517 is addressed.

Change-Id: I3030f6c850c08558d3155f29b691ce59102d20e7
",git fetch https://review.opendev.org/openstack/kolla refs/changes/79/401979/2 && git format-patch -1 --stdout FETCH_HEAD,['docker/neutron/neutron-vpnaas-agent/Dockerfile.j2'],1,e9ff3021b0ac0895fbdde560e71738d2eabc3ee4,401979,"# TODO(pbourke): The libreswan driver required by redhat derived bases # currently requires root in Neutron. Remove this if condition once # https://bugs.launchpad.net/neutron/+bug/1644517 is addressed. {% if base_distro in ['ubuntu', 'debian'] %} USER root {% endif %}",USER neutron,6,1
openstack%2Fmagnum~master~I8d91ce6ffcd1637098b898db81afc61c5b3a1cb9,openstack/magnum,master,I8d91ce6ffcd1637098b898db81afc61c5b3a1cb9,Fully clean up requirement.txt dependencies,MERGED,2017-01-05 21:59:17.000000000,2017-01-06 19:57:37.000000000,2017-01-06 19:57:37.000000000,"[{'_account_id': 3}, {'_account_id': 13861}, {'_account_id': 21469}]","[{'number': 1, 'created': '2017-01-05 21:59:17.000000000', 'files': [], 'web_link': 'https://opendev.org/openstack/magnum/commit/8315dd152cb88d6fe199b939113f662e66e67edd', 'message': 'Remove Paramiko useless requirement\n\nThis patch cleans up the requirements.txt list to remove\nparamiko module not used anymore.\n\nChange-Id: I8d91ce6ffcd1637098b898db81afc61c5b3a1cb9\n'}, {'number': 2, 'created': '2017-01-06 07:29:57.000000000', 'files': [], 'web_link': 'https://opendev.org/openstack/magnum/commit/fa13b451e47de0252fed0ce6e70b3efb4bf580a5', 'message': 'Clean up requirement.txt dependencies\n\nThis patch cleans up the requirements.txt list to remove\nparamiko and greenlet modules not used anymore.\n\nChange-Id: I8d91ce6ffcd1637098b898db81afc61c5b3a1cb9\n'}, {'number': 3, 'created': '2017-01-06 07:40:43.000000000', 'files': ['requirements.txt'], 'web_link': 'https://opendev.org/openstack/magnum/commit/6fd2e3f6a65055c2cbf9302d3b7979825d749823', 'message': 'Fully clean up requirement.txt dependencies\n\nThis patch cleans up the requirements.txt list to remove\nparamiko, greenlet and urllib3 modules not used anymore.\n\nChange-Id: I8d91ce6ffcd1637098b898db81afc61c5b3a1cb9\n'}]",0,417207,6fd2e3f6a65055c2cbf9302d3b7979825d749823,15,3,3,8157,,,0,"Fully clean up requirement.txt dependencies

This patch cleans up the requirements.txt list to remove
paramiko, greenlet and urllib3 modules not used anymore.

Change-Id: I8d91ce6ffcd1637098b898db81afc61c5b3a1cb9
",git fetch https://review.opendev.org/openstack/magnum refs/changes/07/417207/1 && git format-patch -1 --stdout FETCH_HEAD,['requirements.txt'],1,8315dd152cb88d6fe199b939113f662e66e67edd,,,paramiko>=2.0 # LGPLv2.1+,0,1
openstack%2Fkolla~master~I787a8ba7053f55480125dda64737466300bf7357,openstack/kolla,master,I787a8ba7053f55480125dda64737466300bf7357,Remove kolla-genpwd from setup.cfg,MERGED,2017-01-04 11:58:57.000000000,2017-01-06 19:57:00.000000000,2017-01-06 19:57:00.000000000,"[{'_account_id': 3}, {'_account_id': 7488}, {'_account_id': 11869}, {'_account_id': 16233}, {'_account_id': 19316}, {'_account_id': 22165}, {'_account_id': 22525}, {'_account_id': 23717}]","[{'number': 1, 'created': '2017-01-04 11:58:57.000000000', 'files': [], 'web_link': 'https://opendev.org/openstack/kolla/commit/43ffc39d5dc8a602601493f4b4cf6c80c7590e0f', 'message': 'Remove kolla-genpwd from setup.cfg\n\nThis is now in kolla-ansible\n\nChange-Id: I787a8ba7053f55480125dda64737466300bf7357\n'}, {'number': 2, 'created': '2017-01-04 16:16:37.000000000', 'files': [], 'web_link': 'https://opendev.org/openstack/kolla/commit/dcf7baa887724673d98420b59cdbf17375be7192', 'message': 'Remove kolla-genpwd from setup.cfg\n\nThis is now in kolla-ansible\nCo-Authored-By: caoyuan <cao.yuan@99cloud.net>\n\nChange-Id: I787a8ba7053f55480125dda64737466300bf7357\n'}, {'number': 3, 'created': '2017-01-05 02:11:23.000000000', 'files': ['tools/openrc-example', 'tools/cleanup-containers', 'setup.cfg', 'tools/cleanup-host'], 'web_link': 'https://opendev.org/openstack/kolla/commit/10e649a5f894a5f7ac823027c5f2c872be2f02c2', 'message': 'Remove kolla-genpwd from setup.cfg\n\nThis is now in kolla-ansible\nCo-Authored-By: caoyuan <cao.yuan@99cloud.net>\n\nChange-Id: I787a8ba7053f55480125dda64737466300bf7357\n'}]",2,416532,10e649a5f894a5f7ac823027c5f2c872be2f02c2,18,8,3,1390,,,0,"Remove kolla-genpwd from setup.cfg

This is now in kolla-ansible
Co-Authored-By: caoyuan <cao.yuan@99cloud.net>

Change-Id: I787a8ba7053f55480125dda64737466300bf7357
",git fetch https://review.opendev.org/openstack/kolla refs/changes/32/416532/1 && git format-patch -1 --stdout FETCH_HEAD,['setup.cfg'],1,43ffc39d5dc8a602601493f4b4cf6c80c7590e0f,,, kolla-genpwd = kolla.cmd.genpwd:main,0,1
openstack%2Fkolla~master~I7d923bab5d493c8dfaf7aba1c7f85017ea5cf690,openstack/kolla,master,I7d923bab5d493c8dfaf7aba1c7f85017ea5cf690,Improve bash command used in bifrost-base image,MERGED,2016-12-15 08:04:27.000000000,2017-01-06 19:55:14.000000000,2017-01-06 19:55:14.000000000,"[{'_account_id': 3}, {'_account_id': 7488}, {'_account_id': 11869}, {'_account_id': 16233}, {'_account_id': 22165}, {'_account_id': 23717}, {'_account_id': 23928}, {'_account_id': 24164}, {'_account_id': 24330}]","[{'number': 1, 'created': '2016-12-15 08:04:27.000000000', 'files': [], 'web_link': 'https://opendev.org/openstack/kolla/commit/b7461138b7cb68e7bed239b0c5e0542d8e509964', 'message': 'Improve bash command used in bifrost-base image\n\nImprove readability of dockerfile.\n\nChange-Id: I7d923bab5d493c8dfaf7aba1c7f85017ea5cf690\n'}, {'number': 2, 'created': '2016-12-15 10:41:21.000000000', 'files': [], 'web_link': 'https://opendev.org/openstack/kolla/commit/ca1a99f014a7001cb17adf1f61fdda43337c3d97', 'message': 'Improve bash command used in bifrost-base image\n\nImprove readability of dockerfile.\n\nChange-Id: I7d923bab5d493c8dfaf7aba1c7f85017ea5cf690\n'}, {'number': 3, 'created': '2016-12-15 13:12:33.000000000', 'files': [], 'web_link': 'https://opendev.org/openstack/kolla/commit/ff9ab54b3325f0af238a3cb32311dc17d35a06e7', 'message': 'Improve bash command used in bifrost-base image\n\nImprove readability of dockerfile.\n\nChange-Id: I7d923bab5d493c8dfaf7aba1c7f85017ea5cf690\n'}, {'number': 4, 'created': '2016-12-26 03:39:29.000000000', 'files': ['docker/bifrost/bifrost-deploy/Dockerfile.j2'], 'web_link': 'https://opendev.org/openstack/kolla/commit/053044a85753e09056561130b67fcfdc41e9c1eb', 'message': 'Improve bash command used in bifrost-base image\n\nImprove readability of dockerfile.\n\nChange-Id: I7d923bab5d493c8dfaf7aba1c7f85017ea5cf690\n'}]",0,411158,053044a85753e09056561130b67fcfdc41e9c1eb,19,9,4,24013,,,0,"Improve bash command used in bifrost-base image

Improve readability of dockerfile.

Change-Id: I7d923bab5d493c8dfaf7aba1c7f85017ea5cf690
",git fetch https://review.opendev.org/openstack/kolla refs/changes/58/411158/2 && git format-patch -1 --stdout FETCH_HEAD,['docker/bifrost/bifrost-deploy/Dockerfile.j2'],1,b7461138b7cb68e7bed239b0c5e0542d8e509964,,RUN bash -c ' rm -f $(find /lib/systemd/system/sysinit.target.wants/ ! -name systemd-tmpfiles-setup.service) ';\,"RUN bash -c ' $(cd /lib/systemd/system/sysinit.target.wants/; for i in *; do [ \""$i\"" == \""systemd-tmpfiles-setup.service\"" ] || rm -f $i; done); \",1,1
openstack%2Fneutron~stable%2Fmitaka~If2ab88b392f3935306d73e3c2de0a35548567464,openstack/neutron,stable/mitaka,If2ab88b392f3935306d73e3c2de0a35548567464,Delete default route if no gateway in external net,MERGED,2016-12-21 18:16:52.000000000,2017-01-06 19:54:59.000000000,2017-01-06 19:54:59.000000000,"[{'_account_id': 3}, {'_account_id': 748}, {'_account_id': 1131}, {'_account_id': 9732}]","[{'number': 1, 'created': '2016-12-21 18:16:52.000000000', 'files': ['neutron/tests/functional/agent/l3/test_legacy_router.py', 'neutron/agent/l3/dvr_fip_ns.py', 'neutron/agent/l3/ha_router.py', 'neutron/tests/functional/agent/l3/test_dvr_router.py', 'neutron/agent/l3/router_info.py', 'neutron/tests/unit/agent/l3/test_ha_router.py'], 'web_link': 'https://opendev.org/openstack/neutron/commit/a66af420914aa4c45b7c61daf36e36cff28d75b2', 'message': 'Delete default route if no gateway in external net\n\nCurrently, when the default route is added to device, there is no\nway to delete it. Even if user clear the gateway ip of external\nnet, there is still a default route present in router namespace.\n\nThis patch will check the default route in namespace first. If its\ngateway ip is not one of the gateway ips in external net. This\ndefault route will be deleted.\n\nChange-Id: If2ab88b392f3935306d73e3c2de0a35548567464\nCloses-Bug: #1520775\n(cherry picked from commit f9d0dd39e6b3b14244e0a185c4a1f7f35f48f3e7)\n'}]",0,413746,a66af420914aa4c45b7c61daf36e36cff28d75b2,11,4,1,7016,,,0,"Delete default route if no gateway in external net

Currently, when the default route is added to device, there is no
way to delete it. Even if user clear the gateway ip of external
net, there is still a default route present in router namespace.

This patch will check the default route in namespace first. If its
gateway ip is not one of the gateway ips in external net. This
default route will be deleted.

Change-Id: If2ab88b392f3935306d73e3c2de0a35548567464
Closes-Bug: #1520775
(cherry picked from commit f9d0dd39e6b3b14244e0a185c4a1f7f35f48f3e7)
",git fetch https://review.opendev.org/openstack/neutron refs/changes/46/413746/1 && git format-patch -1 --stdout FETCH_HEAD,"['neutron/tests/functional/agent/l3/test_legacy_router.py', 'neutron/agent/l3/dvr_fip_ns.py', 'neutron/agent/l3/ha_router.py', 'neutron/tests/functional/agent/l3/test_dvr_router.py', 'neutron/agent/l3/router_info.py', 'neutron/tests/unit/agent/l3/test_ha_router.py']",6,a66af420914aa4c45b7c61daf36e36cff28d75b2,bug/stable-mitaka-1520775," subnets[1]['gateway_ip'] = None ri._add_default_gw_virtual_route(ex_gw_port, 'qg-abc') self.assertEqual(0, len(mock_instance.virtual_routes.gateway_routes))",,64,3
openstack%2Fironic~master~Ib454286350256b6141bc4a5c178b1ade73bd0223,openstack/ironic,master,Ib454286350256b6141bc4a5c178b1ade73bd0223,Remove netaddr useless requirement,MERGED,2017-01-04 21:59:08.000000000,2017-01-06 19:54:56.000000000,2017-01-06 19:24:22.000000000,"[{'_account_id': 3}, {'_account_id': 6773}, {'_account_id': 7711}, {'_account_id': 10118}, {'_account_id': 12356}]","[{'number': 1, 'created': '2017-01-04 21:59:08.000000000', 'files': ['requirements.txt'], 'web_link': 'https://opendev.org/openstack/ironic/commit/a4b295423306cd46cd2e30b2f1ab2790e322b78c', 'message': 'Remove netaddr useless requirement\n\nThis patch cleans up the requirements.txt list to remove netaddr\nmodule actually replaced by oslo_utils.\n\nChange-Id: Ib454286350256b6141bc4a5c178b1ade73bd0223\n'}]",0,416743,a4b295423306cd46cd2e30b2f1ab2790e322b78c,39,5,1,8157,,,0,"Remove netaddr useless requirement

This patch cleans up the requirements.txt list to remove netaddr
module actually replaced by oslo_utils.

Change-Id: Ib454286350256b6141bc4a5c178b1ade73bd0223
",git fetch https://review.opendev.org/openstack/ironic refs/changes/43/416743/1 && git format-patch -1 --stdout FETCH_HEAD,['requirements.txt'],1,a4b295423306cd46cd2e30b2f1ab2790e322b78c,,,"netaddr!=0.7.16,>=0.7.13 # BSD",0,1
openstack%2Fgrenade~stable%2Fnewton~Idede322190d57491d4f7e18090aa8c29b5b87353,openstack/grenade,stable/newton,Idede322190d57491d4f7e18090aa8c29b5b87353,Use same tempest.conf for base and target,MERGED,2016-12-20 16:16:42.000000000,2017-01-06 19:41:37.000000000,2017-01-06 19:41:37.000000000,"[{'_account_id': 3}, {'_account_id': 2750}, {'_account_id': 14525}, {'_account_id': 14760}]","[{'number': 1, 'created': '2016-12-20 16:16:42.000000000', 'files': [], 'web_link': 'https://opendev.org/openstack/grenade/commit/167e94c1b97aa661e51829ad3961f54ea56c1614', 'message': 'Use same tempest.conf for base and target\n\nThis patch drops calling configure_tempest after upgrade.\nAs devstack has new phase called test-config and plugins\nmay configure tempest additionally we need to make sure\nthat tempest.conf is the same on base and target releases.\n\nChange-Id: Idede322190d57491d4f7e18090aa8c29b5b87353\n(cherry picked from commit 2dfc5e7a48629132e1e1e81725b6504275cef2eb)\n'}, {'number': 2, 'created': '2016-12-21 14:37:46.000000000', 'files': ['upgrade-tempest'], 'web_link': 'https://opendev.org/openstack/grenade/commit/a868edae3c5626797cb800ac7e740a0885c12f7d', 'message': 'Use same tempest.conf for base and target\n\nThis patch drops calling configure_tempest after upgrade.\nAs devstack has new phase called test-config and plugins\nmay configure tempest additionally we need to make sure\nthat tempest.conf is the same on base and target releases.\n\nChange-Id: Idede322190d57491d4f7e18090aa8c29b5b87353\n(cherry picked from commit 2dfc5e7a48629132e1e1e81725b6504275cef2eb)\n'}]",0,413161,a868edae3c5626797cb800ac7e740a0885c12f7d,17,4,2,14760,,,0,"Use same tempest.conf for base and target

This patch drops calling configure_tempest after upgrade.
As devstack has new phase called test-config and plugins
may configure tempest additionally we need to make sure
that tempest.conf is the same on base and target releases.

Change-Id: Idede322190d57491d4f7e18090aa8c29b5b87353
(cherry picked from commit 2dfc5e7a48629132e1e1e81725b6504275cef2eb)
",git fetch https://review.opendev.org/openstack/grenade refs/changes/61/413161/1 && git format-patch -1 --stdout FETCH_HEAD,['upgrade-tempest'],1,167e94c1b97aa661e51829ad3961f54ea56c1614,,# Use the same config to target smoke tests. cp $BASE_RELEASE_DIR/tempest/etc/tempest.conf $TARGET_RELEASE_DIR/tempest/etc/tempest.conf,configure_tempest,2,2
openstack%2Fpython-keystoneclient~master~I14165903b46d2fc26e8c9de591917893f58516db,openstack/python-keystoneclient,master,I14165903b46d2fc26e8c9de591917893f58516db,remove hacking checks from keystoneclient,MERGED,2017-01-05 04:55:51.000000000,2017-01-06 19:41:10.000000000,2017-01-06 19:41:10.000000000,"[{'_account_id': 3}, {'_account_id': 7725}, {'_account_id': 17860}]","[{'number': 1, 'created': '2017-01-05 04:55:51.000000000', 'files': [], 'web_link': 'https://opendev.org/openstack/python-keystoneclient/commit/31a506531adb802eaed82d9f4ca6cd4bad822840', 'message': 'use public interfaces of pep8 for hacking\n\nrather than using mock and pep8 internals, we can use\npublic interfaces of pep8 to register our custom\nhacking checks.\n\nCloses-Bug: 1652458\n\nSigned-off-by: Adam Williamson <awilliam@redhat.com>\n\nChange-Id: I14165903b46d2fc26e8c9de591917893f58516db\n'}, {'number': 2, 'created': '2017-01-06 15:51:05.000000000', 'files': [], 'web_link': 'https://opendev.org/openstack/python-keystoneclient/commit/b7d676314594dc6d5c3a2e6db7a57b1d9849b222', 'message': 'remove hacking checks from keystoneclient\n\nthe only hacking check in keystoneclient is related to\nolder versions of oslo libraries, which are no longer\nsupported by keystoneclient, for example:\n\n$ pip freeze | grep oslo.utils\noslo.utils==3.18.0\n$ python\n>>> import oslo.utils\nTraceback (most recent call last):\n  File ""<stdin>"", line 1, in <module>\nImportError: No module named oslo.utils\n>>> import oslo_utils\n>>>\n\nLet\'s just remove the hacking check since theres no\nway someone could incorrectly import the older\nversions.\n\nCloses-Bug: 1652458\n\nSigned-off-by: Adam Williamson <awilliam@redhat.com>\n\nChange-Id: I14165903b46d2fc26e8c9de591917893f58516db\n'}, {'number': 3, 'created': '2017-01-06 16:56:20.000000000', 'files': ['keystoneclient/tests/hacking/__init__.py', 'keystoneclient/tests/unit/test_hacking_checks.py', 'keystoneclient/tests/hacking/checks.py', 'tox.ini', 'keystoneclient/tests/unit/client_fixtures.py'], 'web_link': 'https://opendev.org/openstack/python-keystoneclient/commit/ffdab4ea43389b94f3c1d1ead5d97870d7c3c311', 'message': 'remove hacking checks from keystoneclient\n\nthe only hacking check in keystoneclient is related to\nolder versions of oslo libraries, which are no longer\nsupported by keystoneclient, for example:\n\n$ pip freeze | grep oslo.utils\noslo.utils==3.18.0\n$ python\n>>> import oslo.utils\nTraceback (most recent call last):\n  File ""<stdin>"", line 1, in <module>\nImportError: No module named oslo.utils\n>>> import oslo_utils\n>>>\n\nLet\'s just remove the hacking check since theres no\nway someone could incorrectly import the older\nversions.\n\nCloses-Bug: 1652458\n\nSigned-off-by: Adam Williamson <awilliam@redhat.com>\n\nChange-Id: I14165903b46d2fc26e8c9de591917893f58516db\n'}]",1,416829,ffdab4ea43389b94f3c1d1ead5d97870d7c3c311,13,3,3,6482,,,0,"remove hacking checks from keystoneclient

the only hacking check in keystoneclient is related to
older versions of oslo libraries, which are no longer
supported by keystoneclient, for example:

$ pip freeze | grep oslo.utils
oslo.utils==3.18.0
$ python
>>> import oslo.utils
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
ImportError: No module named oslo.utils
>>> import oslo_utils
>>>

Let's just remove the hacking check since theres no
way someone could incorrectly import the older
versions.

Closes-Bug: 1652458

Signed-off-by: Adam Williamson <awilliam@redhat.com>

Change-Id: I14165903b46d2fc26e8c9de591917893f58516db
",git fetch https://review.opendev.org/openstack/python-keystoneclient refs/changes/29/416829/3 && git format-patch -1 --stdout FETCH_HEAD,['keystoneclient/tests/unit/test_hacking_checks.py'],1,31a506531adb802eaed82d9f4ca6cd4bad822840,bug/1652458," guide = pep8.StyleGuide(select='K333') checker = pep8.Checker(lines=lines, options=guide.options)","import mock # We are patching pep8 so that only the check under test is actually # installed. @mock.patch('pep8._checks', {'physical_line': {}, 'logical_line': {}, 'tree': {}}) checker = pep8.Checker(lines=lines)",2,6
openstack%2Fkeystone~master~I2101ebaab0bdcbc9347e854dbe7f522c1c6320e8,openstack/keystone,master,I2101ebaab0bdcbc9347e854dbe7f522c1c6320e8,Remove endpoint_id parameter from EP-FILTER docs,MERGED,2017-01-06 16:47:21.000000000,2017-01-06 19:39:01.000000000,2017-01-06 19:39:01.000000000,"[{'_account_id': 3}, {'_account_id': 6482}, {'_account_id': 17860}]","[{'number': 1, 'created': '2017-01-06 16:47:21.000000000', 'files': ['api-ref/source/v3-ext/ep-filter.inc'], 'web_link': 'https://opendev.org/openstack/keystone/commit/3838cff27c341f9c7a32a6859c9ff3e612efd299', 'message': 'Remove endpoint_id parameter from EP-FILTER docs\n\nThe ability to list endpoint associations for projects only requires\nthe project ID as a parameter. The documentation was advertising that\nthe endpoint ID was also required, which seems like a rogue\ncopy/paste.\n\nChange-Id: I2101ebaab0bdcbc9347e854dbe7f522c1c6320e8\n'}]",0,417445,3838cff27c341f9c7a32a6859c9ff3e612efd299,7,3,1,5046,,,0,"Remove endpoint_id parameter from EP-FILTER docs

The ability to list endpoint associations for projects only requires
the project ID as a parameter. The documentation was advertising that
the endpoint ID was also required, which seems like a rogue
copy/paste.

Change-Id: I2101ebaab0bdcbc9347e854dbe7f522c1c6320e8
",git fetch https://review.opendev.org/openstack/keystone refs/changes/45/417445/1 && git format-patch -1 --stdout FETCH_HEAD,['api-ref/source/v3-ext/ep-filter.inc'],1,3838cff27c341f9c7a32a6859c9ff3e612efd299,api_fix,, - endpoint_id: endpoint_id_path,0,1
