id,project,branch,change_id,subject,status,created,updated,submitted,reviewers,revisions,total_comment_count,number,current_revision,discussion_messages_count,reviewers_count,revisions_count,owner_account_id,owner_name,owner_username,is_owner_bot,commit_message,git_command,changed_files,files_count,commit_id,topic,added_lines,deleted_lines,insertions,deletions
openstack%2Fneutron-lib~master~I75d04306f334475e329b124cb47c513421c2438a,openstack/neutron-lib,master,I75d04306f334475e329b124cb47c513421c2438a,Add PLACEMENT_REPORT plugin constant,MERGED,2021-02-19 15:22:09.000000000,2021-02-22 10:24:21.000000000,2021-02-22 10:22:54.000000000,"[{'_account_id': 5948}, {'_account_id': 11975}, {'_account_id': 22348}]","[{'number': 1, 'created': '2021-02-19 15:22:09.000000000', 'files': [], 'web_link': 'https://opendev.org/openstack/neutron-lib/commit/14637c56e0c94f830628cc1ed5fe45dc58ef875d', 'message': 'Add PLACEMENT_REPORT plugin constant\n\nDefine a PLACEMENT_REPORT constant so that it can be used elsewhere\nrelated to the ``placement_report`` service plugin.\n\nPartial-Bug: #1578989\n\nChange-Id: I75d04306f334475e329b124cb47c513421c2438a\n'}, {'number': 2, 'created': '2021-02-19 17:32:50.000000000', 'files': ['releasenotes/notes/add-placement-report-plugin-constant-a6a4146c2e39cba3.yaml', 'neutron_lib/plugins/constants.py'], 'web_link': 'https://opendev.org/openstack/neutron-lib/commit/698e4c8daa7d43018a71122ec5b0cd5b17b55141', 'message': 'Add PLACEMENT_REPORT plugin constant\n\nDefine a PLACEMENT_REPORT constant so that it can be used elsewhere\nrelated to the ``placement_report`` service plugin.\n\nPartial-Bug: #1578989\n\nChange-Id: I75d04306f334475e329b124cb47c513421c2438a\n'}]",0,776656,698e4c8daa7d43018a71122ec5b0cd5b17b55141,10,3,2,16688,,,0,"Add PLACEMENT_REPORT plugin constant

Define a PLACEMENT_REPORT constant so that it can be used elsewhere
related to the ``placement_report`` service plugin.

Partial-Bug: #1578989

Change-Id: I75d04306f334475e329b124cb47c513421c2438a
",git fetch https://review.opendev.org/openstack/neutron-lib refs/changes/56/776656/1 && git format-patch -1 --stdout FETCH_HEAD,"['releasenotes/notes/add-placement-report-plugin-constant-a6a4146c2e39cba3.yaml', 'neutron_lib/plugins/constants.py']",2,14637c56e0c94f830628cc1ed5fe45dc58ef875d,minimum-bandwidth-allocation-placement-api,"PLACEMENT_REPORT = ""placement_report""",,7,0
openstack%2Freleases~master~I8a3776d8d68595bee035576620b701082d3a5c65,openstack/releases,master,I8a3776d8d68595bee035576620b701082d3a5c65,Proposed release schedule for Xena (24w),ABANDONED,2021-01-25 15:48:33.000000000,2021-02-22 10:20:19.000000000,,"[{'_account_id': 308}, {'_account_id': 7160}, {'_account_id': 22348}]","[{'number': 1, 'created': '2021-01-25 15:48:33.000000000', 'files': [], 'web_link': 'https://opendev.org/openstack/releases/commit/6d5a6f41c0be9a04bb0bed6b90dad87adcfa8a12', 'message': 'Proposed release schedule for Xena (23w)\n\nThis is a 23 week schedule for the Xena release. Planned release date\nis September 22, 2021.\n\nChange-Id: I8a3776d8d68595bee035576620b701082d3a5c65\nSigned-off-by: Hervé Beraud <hberaud@redhat.com>\n'}, {'number': 2, 'created': '2021-01-27 14:49:00.000000000', 'files': ['doc/source/index.rst', 'doc/source/xena/schedule.rst', 'doc/source/xena/index.rst', 'doc/source/xena/highlights.rst', 'doc/source/xena/schedule.yaml', 'data/series_status.yaml'], 'web_link': 'https://opendev.org/openstack/releases/commit/112098bc39eb6a71d9673765c1ba62d9548de1c0', 'message': 'Proposed release schedule for Xena (24w)\n\nThis is a 24 week schedule for the Xena release. Planned release date\nis September 29, 2021.\n\nChange-Id: I8a3776d8d68595bee035576620b701082d3a5c65\nSigned-off-by: Hervé Beraud <hberaud@redhat.com>\n'}]",2,772367,112098bc39eb6a71d9673765c1ba62d9548de1c0,12,3,2,28522,,,0,"Proposed release schedule for Xena (24w)

This is a 24 week schedule for the Xena release. Planned release date
is September 29, 2021.

Change-Id: I8a3776d8d68595bee035576620b701082d3a5c65
Signed-off-by: Hervé Beraud <hberaud@redhat.com>
",git fetch https://review.opendev.org/openstack/releases refs/changes/67/772367/1 && git format-patch -1 --stdout FETCH_HEAD,"['doc/source/index.rst', 'doc/source/xena/schedule.rst', 'doc/source/xena/index.rst', 'doc/source/xena/highlights.rst', 'doc/source/xena/schedule.yaml', 'data/series_status.yaml']",6,6d5a6f41c0be9a04bb0bed6b90dad87adcfa8a12,xena,- name: xena status: future initial-release: 2021-09-22 next-phase: status: development date: 2021-04-14,,363,0
openstack%2Fopenstack-ansible~master~I0c4ebf222caaa5d28e14e20dd13d4897f982b94b,openstack/openstack-ansible,master,I0c4ebf222caaa5d28e14e20dd13d4897f982b94b,Pass upper-constraints content to the repo_server role,ABANDONED,2021-02-08 17:02:17.000000000,2021-02-22 10:15:28.000000000,,"[{'_account_id': 22348}, {'_account_id': 25023}, {'_account_id': 31542}]","[{'number': 1, 'created': '2021-02-08 17:02:17.000000000', 'files': [], 'web_link': 'https://opendev.org/openstack/openstack-ansible/commit/8eb373f70963e1d17b8cd4ba1e477fdc29f26780', 'message': ""Pass upper-constraints content to the repo_server role\n\nPassing this data to the repo server generates a file at\n/var/www/repo/constraints/upper-constraints-<SHA>.txt which can\nthen be retrieved from the repo server internal endpoint.\n\nThis allows the openstack service roles all of which need the\nurl of the upper constraints file to use the locally cached\ncopy served from the repo server rather than use an external\nservice.\n\nWhen the location of the openstack requirements repo is a\nfilesystem reference ('file://....') then the constraints file\nis retrieved from locally rather than being downloaded with a\nnetwork connection. This should prevent CI failures which\noccur when the upstream u-c file is unavailable.\n\nChange-Id: I0c4ebf222caaa5d28e14e20dd13d4897f982b94b\n""}, {'number': 2, 'created': '2021-02-08 17:03:39.000000000', 'files': [], 'web_link': 'https://opendev.org/openstack/openstack-ansible/commit/eb5abc3a22efb438228a79b5346528255d0ad06d', 'message': ""Pass upper-constraints content to the repo_server role\n\nPassing this data to the repo server generates a file at\n/var/www/repo/constraints/upper-constraints-<SHA>.txt which can\nthen be retrieved from the repo server internal endpoint.\n\nThis allows the openstack service roles all of which need the\nurl of the upper constraints file to use the locally cached\ncopy served from the repo server rather than use an external\nservice.\n\nWhen the location of the openstack requirements repo is a\nfilesystem reference ('file://....') then the constraints file\nis retrieved from locally rather than being downloaded with a\nnetwork connection. This should prevent CI failures which\noccur when the upstream u-c file is unavailable.\n\nDepends-On: I2a28a180e0bb947da2b091ec0671a48ef857e8e5\nChange-Id: I0c4ebf222caaa5d28e14e20dd13d4897f982b94b\n""}, {'number': 3, 'created': '2021-02-09 09:44:01.000000000', 'files': [], 'web_link': 'https://opendev.org/openstack/openstack-ansible/commit/aac738a340c8a5d386e28cdf1c9910d5cf44cf6f', 'message': ""Pass upper-constraints content to the repo_server role\n\nPassing this data to the repo server generates a file at\n/var/www/repo/constraints/upper-constraints-<SHA>.txt which can\nthen be retrieved from the repo server internal endpoint.\n\nThis allows the openstack service roles all of which need the\nurl of the upper constraints file to use the locally cached\ncopy served from the repo server rather than use an external\nservice.\n\nWhen the location of the openstack requirements repo is a\nfilesystem reference ('file://....') then the constraints file\nis retrieved from locally rather than being downloaded with a\nnetwork connection. This should prevent CI failures which\noccur when the upstream u-c file is unavailable.\n\nDepends-On: I2a28a180e0bb947da2b091ec0671a48ef857e8e5\nChange-Id: I0c4ebf222caaa5d28e14e20dd13d4897f982b94b\n""}, {'number': 4, 'created': '2021-02-09 12:35:46.000000000', 'files': ['playbooks/repo-install.yml'], 'web_link': 'https://opendev.org/openstack/openstack-ansible/commit/a59197f7da210a7d10e7e49fd52d37e5240bad6d', 'message': ""Pass upper-constraints content to the repo_server role\n\nPassing this data to the repo server generates a file at\n/var/www/repo/constraints/upper-constraints-<SHA>.txt which can\nthen be retrieved from the repo server internal endpoint.\n\nThis allows the openstack service roles all of which need the\nurl of the upper constraints file to use the locally cached\ncopy served from the repo server rather than use an external\nservice.\n\nWhen the location of the openstack requirements repo is a\nfilesystem reference ('file://....') then the constraints file\nis retrieved from locally rather than being downloaded with a\nnetwork connection. This should prevent CI failures which\noccur when the upstream u-c file is unavailable.\n\nDepends-On: I2a28a180e0bb947da2b091ec0671a48ef857e8e5\nChange-Id: I0c4ebf222caaa5d28e14e20dd13d4897f982b94b\n""}]",0,774518,a59197f7da210a7d10e7e49fd52d37e5240bad6d,14,3,4,25023,,,0,"Pass upper-constraints content to the repo_server role

Passing this data to the repo server generates a file at
/var/www/repo/constraints/upper-constraints-<SHA>.txt which can
then be retrieved from the repo server internal endpoint.

This allows the openstack service roles all of which need the
url of the upper constraints file to use the locally cached
copy served from the repo server rather than use an external
service.

When the location of the openstack requirements repo is a
filesystem reference ('file://....') then the constraints file
is retrieved from locally rather than being downloaded with a
network connection. This should prevent CI failures which
occur when the upstream u-c file is unavailable.

Depends-On: I2a28a180e0bb947da2b091ec0671a48ef857e8e5
Change-Id: I0c4ebf222caaa5d28e14e20dd13d4897f982b94b
",git fetch https://review.opendev.org/openstack/openstack-ansible refs/changes/18/774518/1 && git format-patch -1 --stdout FETCH_HEAD,['playbooks/repo-install.yml'],1,8eb373f70963e1d17b8cd4ba1e477fdc29f26780,osa-uc-cache," # by default the u-c file is retrieved by https - uri: url: ""{{ requirements_git_url | default('https://releases.openstack.org/constraints/upper/' ~ requirements_git_install_branch | default('master')) }}"" return_content: yes register: _u_c_contents_uri when: requirements_git_repo is search('http') delegate_to: localhost run_once: yes # in openstack CI jobs requirements_git_repo is overriden to point to the local filesystem zuul repo - command: git --git-dir={{ requirements_git_repo.split('file://')[1] }}/.git show {{ requirements_git_install_branch | default('master') }}:upper-constraints.txt when: requirements_git_repo is search('file://') register: _uc_contents_git delegate_to: localhost run_once: yes tasks: - include_role: name: ""repo_server"" vars: repo_requirements_files_content: - name: ""{{ 'upper_constraints_' ~ requirements_git_install_branch | default('master') ~ '.txt' }}"" content: ""{{ requirements_git_repo is search('http') | ternary( _u_c_contents_uri.content.split('\n'), _uc_contents_git.stdout_lines) }}"""," roles: - role: ""repo_server""",25,2
openstack%2Frequirements~master~I00550c59e6820fcb15da198bd1e48358cddfde2f,openstack/requirements,master,I00550c59e6820fcb15da198bd1e48358cddfde2f,Updated from generate-constraints,MERGED,2021-02-22 06:17:58.000000000,2021-02-22 09:48:40.000000000,2021-02-22 09:47:14.000000000,"[{'_account_id': 14288}, {'_account_id': 22348}]","[{'number': 1, 'created': '2021-02-22 06:17:58.000000000', 'files': [], 'web_link': 'https://opendev.org/openstack/requirements/commit/d050dda2d117d1330504dd68e525ab20da976a5d', 'message': 'Updated from generate-constraints\n\nChange-Id: I00550c59e6820fcb15da198bd1e48358cddfde2f\n'}, {'number': 2, 'created': '2021-02-22 06:21:39.000000000', 'files': ['upper-constraints.txt'], 'web_link': 'https://opendev.org/openstack/requirements/commit/7727fdc80b1a5420d144327309722bfef0b181bb', 'message': 'Updated from generate-constraints\n\nChange-Id: I00550c59e6820fcb15da198bd1e48358cddfde2f\nSigned-off-by: Matthew Thode <mthode@mthode.org>\n'}]",0,776871,7727fdc80b1a5420d144327309722bfef0b181bb,10,2,2,11131,,,0,"Updated from generate-constraints

Change-Id: I00550c59e6820fcb15da198bd1e48358cddfde2f
Signed-off-by: Matthew Thode <mthode@mthode.org>
",git fetch https://review.opendev.org/openstack/requirements refs/changes/71/776871/2 && git format-patch -1 --stdout FETCH_HEAD,['upper-constraints.txt'],1,d050dda2d117d1330504dd68e525ab20da976a5d,openstack/requirements/constraints/noclob,mock===4.0.3pyperclip===1.8.2txaio===21.2.1construct===2.10.61python-daemon===2.3.0pkg-resources===0.0.0alembic===1.5.5fasteners===0.16virtualenv===20.4.2,mock===3.0.5pyperclip===1.8.1txaio===20.12.1construct===2.10.60python-daemon===2.2.4alembic===1.5.4fasteners===0.14.1virtualenv===20.2.1setuptools===53.0.0,9,9
openstack%2Fbarbican-ui~master~I23d6c078cd439b24b4267ee05e3b57ecaa8e67c0,openstack/barbican-ui,master,I23d6c078cd439b24b4267ee05e3b57ecaa8e67c0,Stop to use the __future__ module.,NEW,2020-06-02 17:35:14.000000000,2021-02-22 09:44:54.000000000,,"[{'_account_id': 1736}, {'_account_id': 26285}, {'_account_id': 27621}, {'_account_id': 28522}, {'_account_id': 32102}]","[{'number': 1, 'created': '2020-06-02 17:35:14.000000000', 'files': ['doc/source/conf.py', 'barbican_ui/api/client.py'], 'web_link': 'https://opendev.org/openstack/barbican-ui/commit/d8aef20acaf5fb8243116e62ab8e4f5938c8df60', 'message': ""Stop to use the __future__ module.\n\nThe __future__ module [1] was used in this context to ensure compatibility\nbetween python 2 and python 3.\n\nWe previously dropped the support of python 2.7 [2] and now we only support\npython 3 so we don't need to continue to use this module and the imports\nlisted below.\n\nImports commonly used and their related PEPs:\n- `division` is related to PEP 238 [3]\n- `print_function` is related to PEP 3105 [4]\n- `unicode_literals` is related to PEP 3112 [5]\n- `with_statement` is related to PEP 343 [6]\n- `absolute_import` is related to PEP 328 [7]\n\n[1] https://docs.python.org/3/library/__future__.html\n[2] https://governance.openstack.org/tc/goals/selected/ussuri/drop-py27.html\n[3] https://www.python.org/dev/peps/pep-0238\n[4] https://www.python.org/dev/peps/pep-3105\n[5] https://www.python.org/dev/peps/pep-3112\n[6] https://www.python.org/dev/peps/pep-0343\n[7] https://www.python.org/dev/peps/pep-0328\n\nChange-Id: I23d6c078cd439b24b4267ee05e3b57ecaa8e67c0\n""}]",0,732759,d8aef20acaf5fb8243116e62ab8e4f5938c8df60,8,5,1,28522,,,0,"Stop to use the __future__ module.

The __future__ module [1] was used in this context to ensure compatibility
between python 2 and python 3.

We previously dropped the support of python 2.7 [2] and now we only support
python 3 so we don't need to continue to use this module and the imports
listed below.

Imports commonly used and their related PEPs:
- `division` is related to PEP 238 [3]
- `print_function` is related to PEP 3105 [4]
- `unicode_literals` is related to PEP 3112 [5]
- `with_statement` is related to PEP 343 [6]
- `absolute_import` is related to PEP 328 [7]

[1] https://docs.python.org/3/library/__future__.html
[2] https://governance.openstack.org/tc/goals/selected/ussuri/drop-py27.html
[3] https://www.python.org/dev/peps/pep-0238
[4] https://www.python.org/dev/peps/pep-3105
[5] https://www.python.org/dev/peps/pep-3112
[6] https://www.python.org/dev/peps/pep-0343
[7] https://www.python.org/dev/peps/pep-0328

Change-Id: I23d6c078cd439b24b4267ee05e3b57ecaa8e67c0
",git fetch https://review.opendev.org/openstack/barbican-ui refs/changes/59/732759/1 && git format-patch -1 --stdout FETCH_HEAD,"['barbican_ui/api/client.py', 'doc/source/conf.py']",2,d8aef20acaf5fb8243116e62ab8e4f5938c8df60,drop_future_imports,,from __future__ import print_function ,0,3
openstack%2Ftripleo-heat-templates~master~I82a7c6114d1c111c0e7d95b4f9ba466145aecbca,openstack/tripleo-heat-templates,master,I82a7c6114d1c111c0e7d95b4f9ba466145aecbca,WIP install pcs/pacemaker on upgrades but ignore any errors,ABANDONED,2021-02-11 06:21:55.000000000,2021-02-22 08:52:50.000000000,,"[{'_account_id': 22348}, {'_account_id': 23181}]","[{'number': 1, 'created': '2021-02-11 06:21:55.000000000', 'files': ['deployment/tripleo-packages/tripleo-packages-baremetal-puppet.yaml'], 'web_link': 'https://opendev.org/openstack/tripleo-heat-templates/commit/02757ad032ad4d95b076473dc43e4cc9fbb5e9d8', 'message': 'WIP install pcs/pacemaker on upgrades but ignore any errors\n\nChange-Id: I82a7c6114d1c111c0e7d95b4f9ba466145aecbca\n'}]",0,775070,02757ad032ad4d95b076473dc43e4cc9fbb5e9d8,4,2,1,20172,,,0,"WIP install pcs/pacemaker on upgrades but ignore any errors

Change-Id: I82a7c6114d1c111c0e7d95b4f9ba466145aecbca
",git fetch https://review.opendev.org/openstack/tripleo-heat-templates refs/changes/70/775070/1 && git format-patch -1 --stdout FETCH_HEAD,['deployment/tripleo-packages/tripleo-packages-baremetal-puppet.yaml'],1,02757ad032ad4d95b076473dc43e4cc9fbb5e9d8,, - name: Ensure TripleO HA prerequisite packages are installed package: name: - pcs - pacemaker state: present when: ansible_distribution_major_version == '8' ignore_errors: true,,8,0
openstack%2Ftripleo-ansible~master~Ifd2b6c981bd694f7c46bcf3ebcca94bffbb03b61,openstack/tripleo-ansible,master,Ifd2b6c981bd694f7c46bcf3ebcca94bffbb03b61,WIP install pcs/pacemaker on upgrades but ignore any errors,ABANDONED,2021-02-11 06:23:50.000000000,2021-02-22 08:52:46.000000000,,"[{'_account_id': 22348}, {'_account_id': 23181}]","[{'number': 1, 'created': '2021-02-11 06:23:50.000000000', 'files': ['tripleo_ansible/roles/tripleo_packages/tasks/upgrade.yml'], 'web_link': 'https://opendev.org/openstack/tripleo-ansible/commit/e8074dd5c0eb2963556c63f8778821d051722d62', 'message': 'WIP install pcs/pacemaker on upgrades but ignore any errors\n\nChange-Id: Ifd2b6c981bd694f7c46bcf3ebcca94bffbb03b61\n'}]",0,775072,e8074dd5c0eb2963556c63f8778821d051722d62,4,2,1,20172,,,0,"WIP install pcs/pacemaker on upgrades but ignore any errors

Change-Id: Ifd2b6c981bd694f7c46bcf3ebcca94bffbb03b61
",git fetch https://review.opendev.org/openstack/tripleo-ansible refs/changes/72/775072/1 && git format-patch -1 --stdout FETCH_HEAD,['tripleo_ansible/roles/tripleo_packages/tasks/upgrade.yml'],1,e8074dd5c0eb2963556c63f8778821d051722d62,, - name: Ensure TripleO HA prerequisite packages are installed package: name: - pcs - pacemaker state: present when: ansible_distribution_major_version == '8' ignore_errors: true,,8,0
openstack%2Fswift~master~Ifa20b7c08aba7254185918dfcee69e8206f51cea,openstack/swift,master,Ifa20b7c08aba7254185918dfcee69e8206f51cea,sharder: Ignore already shrinking sequence when compacting,MERGED,2021-02-08 23:03:05.000000000,2021-02-22 08:49:33.000000000,2021-02-22 08:47:33.000000000,"[{'_account_id': 7233}, {'_account_id': 7847}, {'_account_id': 15343}, {'_account_id': 22348}]","[{'number': 1, 'created': '2021-02-08 23:03:05.000000000', 'files': [], 'web_link': 'https://opendev.org/openstack/swift/commit/128fd7caca66d865d74be0b1d5ff71027274deb2', 'message': 'WIP: ignore already shrinking sequence when compacting\n\nIf a sequence of shard ranges is already shrinking then in\nsome circumstances we may not want to report it as a candidate\nfor shrinking.\n\nChange-Id: Ifa20b7c08aba7254185918dfcee69e8206f51cea\n'}, {'number': 2, 'created': '2021-02-09 15:36:04.000000000', 'files': [], 'web_link': 'https://opendev.org/openstack/swift/commit/ce63835d674de353f34ad8fe431a58a65f312560', 'message': 'sharder: Ignore already shrinking sequence when compacting\n\nIf a sequence of shard ranges is already shrinking then in some\ncircumstances we do not want to report it as a candidate for\nshrinking. For backwards compatibility allow already shrinking\nsequences to be optionally included in return value of\nfind_compactable_shard_sequences.\n\nAlso refactor to add an is_shrinking_candidate() function.\n\nChange-Id: Ifa20b7c08aba7254185918dfcee69e8206f51cea\n'}, {'number': 3, 'created': '2021-02-11 01:02:13.000000000', 'files': [], 'web_link': 'https://opendev.org/openstack/swift/commit/e51efc7127c19b3360e91299150c8b4d87e998eb', 'message': 'sharder: Ignore already shrinking sequence when compacting\n\nIf a sequence of shard ranges is already shrinking then in some\ncircumstances we do not want to report it as a candidate for\nshrinking. For backwards compatibility allow already shrinking\nsequences to be optionally included in return value of\nfind_compactable_shard_sequences.\n\nAlso refactor to add an is_shrinking_candidate() function.\n\nChange-Id: Ifa20b7c08aba7254185918dfcee69e8206f51cea\n'}, {'number': 4, 'created': '2021-02-12 16:27:36.000000000', 'files': ['test/unit/container/test_sharder.py', 'test/unit/cli/test_manage_shard_ranges.py', 'swift/container/sharder.py'], 'web_link': 'https://opendev.org/openstack/swift/commit/e8df26a2b574913a074ecdd09505b0fc53abae1f', 'message': 'sharder: Ignore already shrinking sequence when compacting\n\nIf a sequence of shard ranges is already shrinking then in some\ncircumstances we do not want to report it as a candidate for\nshrinking. For backwards compatibility allow already shrinking\nsequences to be optionally included in return value of\nfind_compactible_shard_sequences.\n\nAlso refactor to add an is_shrinking_candidate() function.\n\nChange-Id: Ifa20b7c08aba7254185918dfcee69e8206f51cea\n'}]",0,774560,e8df26a2b574913a074ecdd09505b0fc53abae1f,19,4,4,7847,,,0,"sharder: Ignore already shrinking sequence when compacting

If a sequence of shard ranges is already shrinking then in some
circumstances we do not want to report it as a candidate for
shrinking. For backwards compatibility allow already shrinking
sequences to be optionally included in return value of
find_compactible_shard_sequences.

Also refactor to add an is_shrinking_candidate() function.

Change-Id: Ifa20b7c08aba7254185918dfcee69e8206f51cea
",git fetch https://review.opendev.org/openstack/swift refs/changes/60/774560/3 && git format-patch -1 --stdout FETCH_HEAD,['swift/container/sharder.py'],1,128fd7caca66d865d74be0b1d5ff71027274deb2,add_shrink_candidates_to_recon_dump_roots," merge_size, 1, -1, include_shrinking=True) max_expanding, include_shrinking=False): def sequence_shrinking(sequence): # check for sequence that ia already shrinking return (sequence and any([sr.state == ShardRange.SHRINKING for sr in sequence])) if sequence_shrinking(sequence) and not include_shrinking: # don;t return sequences that are already shrinking continue broker, self.shrink_size, self.merge_size, 1, -1, include_shrinking=True)"," merge_size, 1, -1) max_expanding): broker, self.shrink_size, self.merge_size, 1, -1)",14,3
openstack%2Fswift~stable%2Ftrain~I5ede50169603051f6c8ce921c9b6c81ed6f3b36b,openstack/swift,stable/train,I5ede50169603051f6c8ce921c9b6c81ed6f3b36b,sharding: filter shards based on prefix param when listing,MERGED,2021-02-06 02:29:07.000000000,2021-02-22 08:49:23.000000000,2021-02-22 08:47:25.000000000,"[{'_account_id': 15343}, {'_account_id': 22348}]","[{'number': 1, 'created': '2021-02-06 02:29:07.000000000', 'files': [], 'web_link': 'https://opendev.org/openstack/swift/commit/b2559d0200df1b43993d8f18c39f7fe3afbd439e', 'message': 'sharding: filter shards based on prefix param when listing\n\nOtherwise, we make a bunch of backend requests where we have no\nreal expectation of finding data.\n\nCherry-Picked-From: I7eaa012ba938eaa7fc22837c32007d1b7ae99709\nChange-Id: I5ede50169603051f6c8ce921c9b6c81ed6f3b36b\n'}, {'number': 2, 'created': '2021-02-22 03:10:43.000000000', 'files': ['test/unit/proxy/controllers/test_container.py', 'swift/proxy/controllers/container.py'], 'web_link': 'https://opendev.org/openstack/swift/commit/086fce5eeec9e547cc4d90e6b83fcd25a783cfb9', 'message': 'sharding: filter shards based on prefix param when listing\n\nOtherwise, we make a bunch of backend requests where we have no\nreal expectation of finding data.\n\nCherry-Picked-From: I7eaa012ba938eaa7fc22837c32007d1b7ae99709\nChange-Id: I5ede50169603051f6c8ce921c9b6c81ed6f3b36b\n'}]",0,774330,086fce5eeec9e547cc4d90e6b83fcd25a783cfb9,19,2,2,597,,,0,"sharding: filter shards based on prefix param when listing

Otherwise, we make a bunch of backend requests where we have no
real expectation of finding data.

Cherry-Picked-From: I7eaa012ba938eaa7fc22837c32007d1b7ae99709
Change-Id: I5ede50169603051f6c8ce921c9b6c81ed6f3b36b
",git fetch https://review.opendev.org/openstack/swift refs/changes/30/774330/2 && git format-patch -1 --stdout FETCH_HEAD,"['test/unit/proxy/controllers/test_container.py', 'swift/proxy/controllers/container.py']",2,b2559d0200df1b43993d8f18c39f7fe3afbd439e,train-sharding, prefix = wsgi_to_str(params.get('prefix')) if prefix: if prefix > shard_range: continue try: just_past = prefix[:-1] + chr(ord(prefix[-1]) + 1) except ValueError: pass else: if just_past < shard_range: continue ,,38,0
openstack%2Fopenstack-ansible~master~I663af50a78c3461f847aa5280fd2e69c7cbed594,openstack/openstack-ansible,master,I663af50a78c3461f847aa5280fd2e69c7cbed594,Fix formatting in docs,MERGED,2021-02-19 09:17:31.000000000,2021-02-22 08:33:02.000000000,2021-02-22 08:31:08.000000000,"[{'_account_id': 13252}, {'_account_id': 22348}, {'_account_id': 28619}, {'_account_id': 31542}]","[{'number': 1, 'created': '2021-02-19 09:17:31.000000000', 'files': [], 'web_link': 'https://opendev.org/openstack/openstack-ansible/commit/2b0e862fd75f656b1d49a69645d8603af1ce96a4', 'message': 'Fix formatting in docs\n\nThe missing space caused the formatting to be incorrect\n\nChange-Id: I663af50a78c3461f847aa5280fd2e69c7cbed594\n'}, {'number': 2, 'created': '2021-02-19 12:39:57.000000000', 'files': [], 'web_link': 'https://opendev.org/openstack/openstack-ansible/commit/5a1ea08bcaa70ec9d89d7a75ae953149138c0d9a', 'message': 'Fix formatting in docs\n\nThe missing space caused the formatting to be shown incorrectly\n\nChange-Id: I663af50a78c3461f847aa5280fd2e69c7cbed594\n'}, {'number': 3, 'created': '2021-02-19 12:57:01.000000000', 'files': ['doc/source/user/aio/quickstart.rst'], 'web_link': 'https://opendev.org/openstack/openstack-ansible/commit/8dfc363d49599c398c10efe6271249003b9f722d', 'message': 'Fix formatting in docs\n\nThe missing space caused the formatting to be shown incorrectly\n\nChange-Id: I663af50a78c3461f847aa5280fd2e69c7cbed594\n'}]",0,776592,8dfc363d49599c398c10efe6271249003b9f722d,13,4,3,18279,,,0,"Fix formatting in docs

The missing space caused the formatting to be shown incorrectly

Change-Id: I663af50a78c3461f847aa5280fd2e69c7cbed594
",git fetch https://review.opendev.org/openstack/openstack-ansible refs/changes/92/776592/1 && git format-patch -1 --stdout FETCH_HEAD,['doc/source/user/aio/quickstart.rst'],1,2b0e862fd75f656b1d49a69645d8603af1ce96a4,, ``SELINUX=enforcing`` is changed to ``SELINUX=disabled``., ``SELINUX=enforcing``is changed to ``SELINUX=disabled``.,1,1
