id,project,branch,change_id,subject,status,created,updated,submitted,reviewers,revisions,total_comment_count,number,current_revision,discussion_messages_count,reviewers_count,revisions_count,owner_account_id,owner_name,owner_username,is_owner_bot,commit_message,git_command,changed_files,files_count,commit_id,topic,added_lines,deleted_lines,insertions,deletions
openstack%2Fansible-hardening~master~I421cf37e8fd37d9599832cd6ba35999bf01f2bbf,openstack/ansible-hardening,master,I421cf37e8fd37d9599832cd6ba35999bf01f2bbf,Updated from OpenStack Ansible Tests,ABANDONED,2017-07-28 15:01:23.000000000,2017-08-16 14:04:33.000000000,,"[{'_account_id': 3}, {'_account_id': 538}, {'_account_id': 6816}, {'_account_id': 17068}, {'_account_id': 17799}, {'_account_id': 23163}]","[{'number': 1, 'created': '2017-07-28 15:01:23.000000000', 'files': [], 'web_link': 'https://opendev.org/openstack/ansible-hardening/commit/76d2831061a51aa98b225f913bd4731157999207', 'message': 'Updated from OpenStack Ansible Tests\n\nChange-Id: I421cf37e8fd37d9599832cd6ba35999bf01f2bbf\n'}, {'number': 2, 'created': '2017-07-31 19:11:59.000000000', 'files': [], 'web_link': 'https://opendev.org/openstack/ansible-hardening/commit/293fa70348e169ffdbd130316c17c697ab3c53fa', 'message': 'Updated from OpenStack Ansible Tests\n\nChange-Id: I421cf37e8fd37d9599832cd6ba35999bf01f2bbf\n'}, {'number': 3, 'created': '2017-08-03 15:27:33.000000000', 'files': [], 'web_link': 'https://opendev.org/openstack/ansible-hardening/commit/bb72c2e91177a8be55c0efbce2fa116633f3d8d0', 'message': 'Updated from OpenStack Ansible Tests\n\nChange-Id: I421cf37e8fd37d9599832cd6ba35999bf01f2bbf\n'}, {'number': 4, 'created': '2017-08-03 15:51:54.000000000', 'files': [], 'web_link': 'https://opendev.org/openstack/ansible-hardening/commit/c8a5d2f3a208813a9f19e7ffd3994c833642920e', 'message': 'Updated from OpenStack Ansible Tests\n\nDepends-On: I706b6f5f16ad7e6b86226830e2bceab2cda28227\nChange-Id: I421cf37e8fd37d9599832cd6ba35999bf01f2bbf\n'}, {'number': 5, 'created': '2017-08-04 14:33:00.000000000', 'files': [], 'web_link': 'https://opendev.org/openstack/ansible-hardening/commit/f70e8f7d5d227c3447d032d61b58e6148f5956e0', 'message': 'Updated from OpenStack Ansible Tests\n\nChange-Id: I421cf37e8fd37d9599832cd6ba35999bf01f2bbf\n'}, {'number': 6, 'created': '2017-08-04 15:23:06.000000000', 'files': [], 'web_link': 'https://opendev.org/openstack/ansible-hardening/commit/72afbc62bc51071cb19e30644e28500820c1a2dd', 'message': 'Updated from OpenStack Ansible Tests\n\nChange-Id: I421cf37e8fd37d9599832cd6ba35999bf01f2bbf\n'}, {'number': 7, 'created': '2017-08-14 20:35:22.000000000', 'files': [], 'web_link': 'https://opendev.org/openstack/ansible-hardening/commit/0fe6a72bb22807ec4dccdef2bcf4bca822ae25e7', 'message': 'Updated from OpenStack Ansible Tests\n\nDepends-On: I2607f295a924a2ec51920b5f2b27c34d5222e8ff\nChange-Id: I421cf37e8fd37d9599832cd6ba35999bf01f2bbf\n'}, {'number': 8, 'created': '2017-08-15 04:39:41.000000000', 'files': ['run_tests.sh', 'bindep.txt', 'Vagrantfile'], 'web_link': 'https://opendev.org/openstack/ansible-hardening/commit/a935f60f6e846f06ae952950b31426945027b93a', 'message': 'Updated from OpenStack Ansible Tests\n\nChange-Id: I421cf37e8fd37d9599832cd6ba35999bf01f2bbf\n'}]",0,488489,a935f60f6e846f06ae952950b31426945027b93a,35,6,8,11131,,,0,"Updated from OpenStack Ansible Tests

Change-Id: I421cf37e8fd37d9599832cd6ba35999bf01f2bbf
",git fetch https://review.opendev.org/openstack/ansible-hardening refs/changes/89/488489/7 && git format-patch -1 --stdout FETCH_HEAD,['Vagrantfile'],1,76d2831061a51aa98b225f913bd4731157999207,openstack/openstack-ansible-tests/sync-tests," config.vm.define ""opensuse423"" do |leap423| leap423.vm.box = ""opensuse/openSUSE-42.3-x86_64"" end ",,4,0
openstack%2Fheat~master~I063919fd0c62049ea9f897446ed79225e87617b5,openstack/heat,master,I063919fd0c62049ea9f897446ed79225e87617b5,Update doc related to Fedora img url,ABANDONED,2016-09-12 06:45:03.000000000,2017-08-16 14:02:48.000000000,,"[{'_account_id': 3}, {'_account_id': 10068}, {'_account_id': 12404}]","[{'number': 1, 'created': '2016-09-12 06:45:03.000000000', 'files': ['doc/source/getting_started/on_devstack.rst', 'doc/source/getting_started/create_a_stack.rst'], 'web_link': 'https://opendev.org/openstack/heat/commit/431160a661b93604072be985d11ec7613561bf52', 'message': 'Update doc related to Fedora img url\n\nWhen enabling heat service with devstack,it can not download\nthe fedora img. The fedora image url of\nFedora-Cloud-Base-24-1.2.x86 has been updated.\n\nDue to the outdated fedora img url, the location of HOT file\nhas been changed when creeating your first stack.The corresp-\nonding changes will happen in heat-templates.\n\nChange-Id: I063919fd0c62049ea9f897446ed79225e87617b5\n'}]",0,368575,431160a661b93604072be985d11ec7613561bf52,7,3,1,23457,,,0,"Update doc related to Fedora img url

When enabling heat service with devstack,it can not download
the fedora img. The fedora image url of
Fedora-Cloud-Base-24-1.2.x86 has been updated.

Due to the outdated fedora img url, the location of HOT file
has been changed when creeating your first stack.The corresp-
onding changes will happen in heat-templates.

Change-Id: I063919fd0c62049ea9f897446ed79225e87617b5
",git fetch https://review.opendev.org/openstack/heat refs/changes/75/368575/1 && git format-patch -1 --stdout FETCH_HEAD,"['doc/source/getting_started/on_devstack.rst', 'doc/source/getting_started/create_a_stack.rst']",2,431160a661b93604072be985d11ec7613561bf52,, $ heat stack-create -u http://git.openstack.org/cgit/openstack/heat-templates/plain/hot/F24/WordPress_Native.yaml -P key_name=heat_key -P image_id=my-fedora-image -P instance_type=m1.small teststack, $ heat stack-create -u http://git.openstack.org/cgit/openstack/heat-templates/plain/hot/F20/WordPress_Native.yaml -P key_name=heat_key -P image_id=my-fedora-image -P instance_type=m1.small teststack,6,5
openstack%2Fzaqar~master~I1b0467cef1494e78c71d3ef41fdd6a19fa86dc08,openstack/zaqar,master,I1b0467cef1494e78c71d3ef41fdd6a19fa86dc08,Fix mongodb version detection logic,NEW,2017-08-09 12:04:02.000000000,2017-08-16 13:54:09.000000000,,"[{'_account_id': 3}, {'_account_id': 6484}, {'_account_id': 22484}, {'_account_id': 26086}]","[{'number': 1, 'created': '2017-08-09 12:04:02.000000000', 'files': ['zaqar/storage/mongodb/driver.py'], 'web_link': 'https://opendev.org/openstack/zaqar/commit/b68f474d2a31e12cf801461aa5d0b95d5e5b69c0', 'message': 'Fix mongodb version detection logic\n\nMongodb version detection assumed incorrectly that only\nintegers can be part of the version info. Some mongodb\nreleases can have extra information which breaks the\ndriver initialization logic.\nThis patch ensures that only the two components of the\nversion string are retained in the parsing as these are\nthe only ones used in version detection logic later on.\n\nChange-Id: I1b0467cef1494e78c71d3ef41fdd6a19fa86dc08\nCloses-Bug: #1709607\n'}]",3,492112,b68f474d2a31e12cf801461aa5d0b95d5e5b69c0,8,4,1,26086,,,0,"Fix mongodb version detection logic

Mongodb version detection assumed incorrectly that only
integers can be part of the version info. Some mongodb
releases can have extra information which breaks the
driver initialization logic.
This patch ensures that only the two components of the
version string are retained in the parsing as these are
the only ones used in version detection logic later on.

Change-Id: I1b0467cef1494e78c71d3ef41fdd6a19fa86dc08
Closes-Bug: #1709607
",git fetch https://review.opendev.org/openstack/zaqar refs/changes/12/492112/1 && git format-patch -1 --stdout FETCH_HEAD,['zaqar/storage/mongodb/driver.py'],1,b68f474d2a31e12cf801461aa5d0b95d5e5b69c0,bug/1709607," self.server_version = tuple(map(int, server_info.split('.')[0:2]))"," self.server_version = tuple(map(int, server_info.split('.')))",1,1
openstack%2Fsolum~master~I81786f549117f77bc890e64ec4f0b7d21255db1e,openstack/solum,master,I81786f549117f77bc890e64ec4f0b7d21255db1e,"Update ""which"" command  to ""command""",ABANDONED,2016-09-17 04:02:56.000000000,2017-08-16 13:48:47.000000000,,"[{'_account_id': 3}, {'_account_id': 2506}, {'_account_id': 14107}, {'_account_id': 20663}, {'_account_id': 22165}]","[{'number': 1, 'created': '2016-09-17 04:02:56.000000000', 'files': [], 'web_link': 'https://opendev.org/openstack/solum/commit/db9ce6bfb869ef6b03518e833e0ade701cceb8dd', 'message': 'Update ""which"" command  to ""command""\n\nGet a program, we should avoid ""which""\nRefer to http://stackoverflow.com/questions/592620/check-if-a-program-exists-from-a-bash-script/677212#677212\n\nTrivialFix\n\nChange-Id: I81786f549117f77bc890e64ec4f0b7d21255db1e\n'}, {'number': 2, 'created': '2016-09-19 16:25:30.000000000', 'files': [], 'web_link': 'https://opendev.org/openstack/solum/commit/d9b860ecb94aeb0c2b321e30d1d94dfbf8d10930', 'message': 'Update ""which"" command  to ""command""\n\nGet a program, we should avoid ""which""\nRefer to http://stackoverflow.com/questions/592620/check-if-a-program-exists-from-a-bash-script/677212#677212\n\nTrivialFix\n\nChange-Id: I81786f549117f77bc890e64ec4f0b7d21255db1e\n'}, {'number': 3, 'created': '2016-09-21 02:00:17.000000000', 'files': ['contrib/add-ons/install-start-docker-reg.sh', 'devstack/plugin.sh'], 'web_link': 'https://opendev.org/openstack/solum/commit/5863829a5415c8c9ab877dfac50befaecda60db7', 'message': 'Update ""which"" command  to ""command""\n\nGet a program, we should avoid ""which""\nRefer to http://stackoverflow.com/questions/592620/check-if-a-program-exists-from-a-bash-script/677212#677212\n\nTrivialFix\n\nChange-Id: I81786f549117f77bc890e64ec4f0b7d21255db1e\n'}]",1,371893,5863829a5415c8c9ab877dfac50befaecda60db7,12,5,3,22165,,,0,"Update ""which"" command  to ""command""

Get a program, we should avoid ""which""
Refer to http://stackoverflow.com/questions/592620/check-if-a-program-exists-from-a-bash-script/677212#677212

TrivialFix

Change-Id: I81786f549117f77bc890e64ec4f0b7d21255db1e
",git fetch https://review.opendev.org/openstack/solum refs/changes/93/371893/2 && git format-patch -1 --stdout FETCH_HEAD,"['contrib/add-ons/install-start-docker-reg.sh', 'devstack/plugin.sh']",2,db9ce6bfb869ef6b03518e833e0ade701cceb8dd,, pip_command=`command -v pip`, pip_command=`which pip`,2,2
openstack%2Fheat~master~Iae618c2edf767cd965b4e512a08ef0cb6ef81b86,openstack/heat,master,Iae618c2edf767cd965b4e512a08ef0cb6ef81b86,Modify variable's usage in Log Messages,ABANDONED,2017-03-09 06:49:10.000000000,2017-08-16 13:47:52.000000000,,"[{'_account_id': 3}, {'_account_id': 7253}, {'_account_id': 8246}, {'_account_id': 8289}, {'_account_id': 12404}]","[{'number': 1, 'created': '2017-03-09 06:49:10.000000000', 'files': ['heat/common/urlfetch.py'], 'web_link': 'https://opendev.org/openstack/heat/commit/c43010353018b85e22a886114a6e4c58d63d3387', 'message': ""Modify variable's usage in Log Messages\n\nString interpolation should be delayed to be handled by the logging code,\nrather than being done at the point of the logging call.\nRef:http://docs.openstack.org/developer/oslo.i18n/guidelines.html#adding-variables-to-log-messages\nFor example:\nWRONG:  LOG.info(_LI('some message: variable=%s') % variable)\nRIRHT:  LOG.info(_LI('some message: variable=%s'), variable)\n\nChange-Id: Iae618c2edf767cd965b4e512a08ef0cb6ef81b86\n""}]",0,443439,c43010353018b85e22a886114a6e4c58d63d3387,7,5,1,24269,,,0,"Modify variable's usage in Log Messages

String interpolation should be delayed to be handled by the logging code,
rather than being done at the point of the logging call.
Ref:http://docs.openstack.org/developer/oslo.i18n/guidelines.html#adding-variables-to-log-messages
For example:
WRONG:  LOG.info(_LI('some message: variable=%s') % variable)
RIRHT:  LOG.info(_LI('some message: variable=%s'), variable)

Change-Id: Iae618c2edf767cd965b4e512a08ef0cb6ef81b86
",git fetch https://review.opendev.org/openstack/heat refs/changes/39/443439/1 && git format-patch -1 --stdout FETCH_HEAD,['heat/common/urlfetch.py'],1,c43010353018b85e22a886114a6e4c58d63d3387,bugFix0021," LOG.info(_LI('Failed to retrieve template: %s'), ex)", LOG.info(_LI('Failed to retrieve template: %s') % ex),1,1
openstack%2Frally~master~I9c71bd6a1e5bcee83f2dcdfc6b947fa5ca625844,openstack/rally,master,I9c71bd6a1e5bcee83f2dcdfc6b947fa5ca625844,[atomic]Use `while` instead of recursion,MERGED,2017-08-16 07:08:48.000000000,2017-08-16 13:46:29.000000000,2017-08-16 13:46:29.000000000,"[{'_account_id': 3}, {'_account_id': 9545}, {'_account_id': 14817}]","[{'number': 1, 'created': '2017-08-16 07:08:48.000000000', 'files': ['rally/task/atomic.py'], 'web_link': 'https://opendev.org/openstack/rally/commit/9b8eb6d9d815a5bd25272956e1c386731fe3bb26', 'message': '[atomic]Use `while` instead of recursion\n\nThis is a small change. Recursion is restricted with count in python\nand take more resources than `while`. Let use `while` instead of it.\n\nChange-Id: I9c71bd6a1e5bcee83f2dcdfc6b947fa5ca625844\n'}]",0,494089,9b8eb6d9d815a5bd25272956e1c386731fe3bb26,12,3,1,21528,,,0,"[atomic]Use `while` instead of recursion

This is a small change. Recursion is restricted with count in python
and take more resources than `while`. Let use `while` instead of it.

Change-Id: I9c71bd6a1e5bcee83f2dcdfc6b947fa5ca625844
",git fetch https://review.opendev.org/openstack/rally refs/changes/89/494089/1 && git format-patch -1 --stdout FETCH_HEAD,['rally/task/atomic.py'],1,9b8eb6d9d815a5bd25272956e1c386731fe3bb26,atomic," while atomic_actions and ""finished_at"" not in atomic_actions[-1]: atomic_actions = atomic_actions[-1][""children""] return atomic_actions"," if atomic_actions and ""finished_at"" not in atomic_actions[-1]: return self._find_parent(atomic_actions[-1][""children""]) else: return atomic_actions",3,4
openstack%2Fheat~master~Id1927de715ffe7eae3aa11f6b6ae96f25219f790,openstack/heat,master,Id1927de715ffe7eae3aa11f6b6ae96f25219f790,Remove unnecessary executable permissions,ABANDONED,2016-05-25 12:52:03.000000000,2017-08-16 13:46:13.000000000,,"[{'_account_id': 3}, {'_account_id': 4257}, {'_account_id': 12404}]","[{'number': 1, 'created': '2016-05-25 12:52:03.000000000', 'files': ['heat/db/sqlalchemy/migrate_repo/manage.py'], 'web_link': 'https://opendev.org/openstack/heat/commit/61370266c8873d51a92c98834b6c448f1547c90f', 'message': 'Remove unnecessary executable permissions\n\nRemoves executable permissions on python module not requiring it.\n\nChange-Id: Id1927de715ffe7eae3aa11f6b6ae96f25219f790\n'}]",0,320974,61370266c8873d51a92c98834b6c448f1547c90f,6,3,1,8157,,,0,"Remove unnecessary executable permissions

Removes executable permissions on python module not requiring it.

Change-Id: Id1927de715ffe7eae3aa11f6b6ae96f25219f790
",git fetch https://review.opendev.org/openstack/heat refs/changes/74/320974/1 && git format-patch -1 --stdout FETCH_HEAD,['heat/db/sqlalchemy/migrate_repo/manage.py'],1,61370266c8873d51a92c98834b6c448f1547c90f,,,,0,0
openstack%2Fheat~master~Ib46de5d8a78e0c75214eda4ee1603ef70207efc7,openstack/heat,master,Ib46de5d8a78e0c75214eda4ee1603ef70207efc7,Add Apache License Content in index.rst,ABANDONED,2017-04-14 08:18:35.000000000,2017-08-16 13:45:56.000000000,,"[{'_account_id': 3}, {'_account_id': 4257}, {'_account_id': 12404}, {'_account_id': 25493}]","[{'number': 1, 'created': '2017-04-14 08:18:35.000000000', 'files': [], 'web_link': 'https://opendev.org/openstack/heat/commit/c91193baff099c4a409fe724427e6a1fe890a7fd', 'message': 'Add Apache License Content in index.rst\n\nChange-Id: Ib46de5d8a78e0c75214eda4ee1603ef70207efc7\n'}, {'number': 2, 'created': '2017-04-14 08:39:26.000000000', 'files': ['releasenotes/source/index.rst'], 'web_link': 'https://opendev.org/openstack/heat/commit/e4520bca735713ee197a3f50654d457b906b0499', 'message': 'Add Apache License Content in index.rst\n\nChange-Id: Ib46de5d8a78e0c75214eda4ee1603ef70207efc7\n'}]",0,456850,e4520bca735713ee197a3f50654d457b906b0499,8,4,2,25493,,,0,"Add Apache License Content in index.rst

Change-Id: Ib46de5d8a78e0c75214eda4ee1603ef70207efc7
",git fetch https://review.opendev.org/openstack/heat refs/changes/50/456850/1 && git format-patch -1 --stdout FETCH_HEAD,['releasenotes/source/index.rst'],1,c91193baff099c4a409fe724427e6a1fe890a7fd,clone_heat," Licensed under the Apache License, Version 2.0 (the ""License""); you may not use this file except in compliance with the License. You may obtain a copy of the License at http://www.apache.org/licenses/LICENSE-2.0 Unless required by applicable law or agreed to in writing, software distributed under the License is distributed on an ""AS IS"" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the License for the specific language governing permissions and limitations under the License.",,11,0
openstack%2Fheat~master~I9f1c5566fd47c0dad12da9edebede608c3c8a1d9,openstack/heat,master,I9f1c5566fd47c0dad12da9edebede608c3c8a1d9,Make the tests tree more clear,ABANDONED,2017-03-28 09:30:17.000000000,2017-08-16 13:43:48.000000000,,"[{'_account_id': 3}, {'_account_id': 12404}]","[{'number': 1, 'created': '2017-03-28 09:30:17.000000000', 'files': ['heat/tests/engine/test_resource.py', 'heat/tests/common/test_auth_password.py', 'heat/tests/engine/test_environment_format.py', 'heat/tests/engine/test_stack_lock.py', 'heat/tests/engine/test_stack.py', 'heat/tests/common/test_plugin_loader.py', 'heat/tests/engine/test_parameters.py', 'heat/tests/engine/templates/Neutron.template', 'heat/tests/db/test_dbinstance.py', 'heat/tests/common/test_common_context.py', 'heat/tests/rpc/test_rpc_worker_client.py', '.idea/workspace.xml', 'heat/tests/engine/test_validate.py', 'heat/tests/engine/test_watch.py', 'heat/tests/engine/test_rsrc_defn.py', 'heat/tests/common/test_short_id.py', 'heat/tests/engine/test_signal.py', 'heat/tests/cloudinit/test_loguserdata.py', 'heat/tests/common/test_urlfetch.py', 'heat/tests/engine/test_stack_collect_attributes.py', 'heat/tests/engine/templates/WordPress_Single_Instance.yaml', 'heat/tests/common/test_notifications.py', 'heat/tests/engine/test_stack_delete.py', 'heat/tests/engine/test_support.py', 'heat/tests/engine/test_stack_user.py', 'heat/tests/common/test_lifecycle_plugin_utils.py', 'heat/tests/engine/test_constraints.py', 'heat/tests/engine/test_nested_stack.py', 'heat/tests/object/test_resource_properties_data.py', 'heat/tests/engine/templates/Neutron.yaml', 'heat/tests/common/test_common_env_util.py', 'heat/tests/common/test_timeutils.py', 'heat/tests/engine/test_hot.py', 'heat/tests/engine/test_empty_stack.py', 'heat/tests/engine/test_properties_group.py', 'heat/tests/common/test_common_policy.py', 'heat/tests/common/test_common_serializers.py', 'heat/tests/engine/test_engine_api_utils.py', 'heat/tests/engine/test_rpc_client.py', 'heat/tests/common/test_common_service_utils.py', 'heat/tests/engine/service/test_engine_service.py', 'heat/tests/engine/test_server_tags.py', 'heat/tests/rpc/test_rpc_listener_client.py', 'heat/tests/engine/test_stack_resource.py', 'heat/tests/common/test_common_param_utils.py', 'heat/tests/engine/test_event.py', 'heat/tests/engine/test_template_format.py', 'heat/tests/engine/test_template.py', 'heat/tests/common/test_attributes.py', 'heat/tests/common/test_grouputils.py', 'heat/tests/engine/test_convg_stack.py', 'heat/tests/common/test_auth_url.py', 'heat/tests/common/test_identifier.py', 'heat/tests/engine/templates/README', 'heat/tests/engine/test_translation_rule.py', 'heat/tests/engine/test_provider_template.py', 'heat/tests/engine/test_vpc.py', 'heat/tests/engine/service/test_engine_service_stack_watch.py', 'heat/tests/engine/test_template_files.py', 'heat/tests/engine/test_environment.py', 'heat/tests/common/test_nokey.py', 'heat/tests/engine/test_function.py', 'heat/tests/api/middleware/test_fault_middleware.py', 'heat/tests/hacking/test_hacking.py', 'heat/tests/engine/test_metadata_refresh.py', 'heat/tests/engine/test_properties.py', 'heat/tests/common/test_common_exception.py', 'heat/tests/engine/test_stack_update.py', 'heat/tests/common/test_noauth.py', 'heat/tests/common/test_crypt.py', 'heat/tests/common/test_exception.py', 'heat/tests/engine/templates/WordPress_Single_Instance.template'], 'web_link': 'https://opendev.org/openstack/heat/commit/5ada440bd01b38d86039804b980835b3e3082728', 'message': ""Make the tests tree more clear\n\nWe'd better keep the main files in heat consistent with its tests.\n\nChange-Id: I9f1c5566fd47c0dad12da9edebede608c3c8a1d9\n""}]",0,450675,5ada440bd01b38d86039804b980835b3e3082728,5,2,1,22863,,,0,"Make the tests tree more clear

We'd better keep the main files in heat consistent with its tests.

Change-Id: I9f1c5566fd47c0dad12da9edebede608c3c8a1d9
",git fetch https://review.opendev.org/openstack/heat refs/changes/75/450675/1 && git format-patch -1 --stdout FETCH_HEAD,"['heat/tests/engine/test_resource.py', 'heat/tests/common/test_auth_password.py', 'heat/tests/engine/test_environment_format.py', 'heat/tests/engine/test_stack_lock.py', 'heat/tests/engine/test_stack.py', 'heat/tests/common/test_plugin_loader.py', 'heat/tests/engine/test_parameters.py', 'heat/tests/engine/templates/Neutron.template', 'heat/tests/db/test_dbinstance.py', 'heat/tests/common/test_common_context.py', 'heat/tests/rpc/test_rpc_worker_client.py', '.idea/workspace.xml', 'heat/tests/engine/test_validate.py', 'heat/tests/engine/test_watch.py', 'heat/tests/engine/test_rsrc_defn.py', 'heat/tests/common/test_short_id.py', 'heat/tests/engine/test_signal.py', 'heat/tests/cloudinit/test_loguserdata.py', 'heat/tests/common/test_urlfetch.py', 'heat/tests/engine/test_stack_collect_attributes.py', 'heat/tests/engine/templates/WordPress_Single_Instance.yaml', 'heat/tests/common/test_notifications.py', 'heat/tests/engine/test_stack_delete.py', 'heat/tests/engine/test_support.py', 'heat/tests/engine/test_stack_user.py', 'heat/tests/common/test_lifecycle_plugin_utils.py', 'heat/tests/engine/test_constraints.py', 'heat/tests/engine/test_nested_stack.py', 'heat/tests/object/test_resource_properties_data.py', 'heat/tests/engine/templates/Neutron.yaml', 'heat/tests/common/test_common_env_util.py', 'heat/tests/common/test_timeutils.py', 'heat/tests/engine/test_hot.py', 'heat/tests/engine/test_empty_stack.py', 'heat/tests/engine/test_properties_group.py', 'heat/tests/common/test_common_policy.py', 'heat/tests/common/test_common_serializers.py', 'heat/tests/engine/test_engine_api_utils.py', 'heat/tests/engine/test_rpc_client.py', 'heat/tests/common/test_common_service_utils.py', 'heat/tests/engine/service/test_engine_service.py', 'heat/tests/engine/test_server_tags.py', 'heat/tests/rpc/test_rpc_listener_client.py', 'heat/tests/engine/test_stack_resource.py', 'heat/tests/common/test_common_param_utils.py', 'heat/tests/engine/test_event.py', 'heat/tests/engine/test_template_format.py', 'heat/tests/engine/test_template.py', 'heat/tests/common/test_attributes.py', 'heat/tests/common/test_grouputils.py', 'heat/tests/engine/test_convg_stack.py', 'heat/tests/common/test_auth_url.py', 'heat/tests/common/test_identifier.py', 'heat/tests/engine/templates/README', 'heat/tests/engine/test_translation_rule.py', 'heat/tests/engine/test_provider_template.py', 'heat/tests/engine/test_vpc.py', 'heat/tests/engine/service/test_engine_service_stack_watch.py', 'heat/tests/engine/test_template_files.py', 'heat/tests/engine/test_environment.py', 'heat/tests/common/test_nokey.py', 'heat/tests/engine/test_function.py', 'heat/tests/api/middleware/test_fault_middleware.py', 'heat/tests/hacking/test_hacking.py', 'heat/tests/engine/test_metadata_refresh.py', 'heat/tests/engine/test_properties.py', 'heat/tests/common/test_common_exception.py', 'heat/tests/engine/test_stack_update.py', 'heat/tests/common/test_noauth.py', 'heat/tests/common/test_crypt.py', 'heat/tests/common/test_exception.py', 'heat/tests/engine/templates/WordPress_Single_Instance.template']",72,5ada440bd01b38d86039804b980835b3e3082728,unit-test,,,959,7
openstack%2Fservice-types-authority~master~Id3d04655264480b202a58b93a813360003707508,openstack/service-types-authority,master,Id3d04655264480b202a58b93a813360003707508,Only run json.dump once,MERGED,2017-08-13 16:11:34.000000000,2017-08-16 13:42:14.000000000,2017-08-16 13:42:14.000000000,"[{'_account_id': 3}, {'_account_id': 11564}, {'_account_id': 14070}]","[{'number': 1, 'created': '2017-08-13 16:11:34.000000000', 'files': [], 'web_link': 'https://opendev.org/openstack/service-types-authority/commit/c48bed3793bb8bd109e37a0c114f0735ae5d4a47', 'message': ""Only run json.dump once\n\nRather than dump twice, once for each file, dump once to a variable.\nThen, while we've got it in memory, strip trailing spaces. It's not\nrequired that json output have no trailing spaces, but gerrit shows them\nas does vim when opening files to look at them. It's easy to rememdy,\nand we're rolling out some file updates in the next patch anyway.\n\nChange-Id: Id3d04655264480b202a58b93a813360003707508\n""}, {'number': 2, 'created': '2017-08-14 19:03:34.000000000', 'files': [], 'web_link': 'https://opendev.org/openstack/service-types-authority/commit/78bb21fdc5d7fa70115d1cf3cf93a747dde61576', 'message': ""Only run json.dump once\n\nRather than dump twice, once for each file, dump once to a variable.\nThen, while we've got it in memory, strip trailing spaces. It's not\nrequired that json output have no trailing spaces, but gerrit shows them\nas does vim when opening files to look at them. It's easy to rememdy,\nand we're rolling out some file updates in the next patch anyway.\n\nChange-Id: Id3d04655264480b202a58b93a813360003707508\n""}, {'number': 3, 'created': '2017-08-14 23:35:08.000000000', 'files': [], 'web_link': 'https://opendev.org/openstack/service-types-authority/commit/10b38ddb08ae9d0b297c890241c218da91d749db', 'message': ""Only run json.dump once\n\nRather than dump twice, once for each file, dump once to a variable.\nThen, while we've got it in memory, strip trailing spaces. It's not\nrequired that json output have no trailing spaces, but gerrit shows them\nas does vim when opening files to look at them. It's easy to rememdy,\nand we're rolling out some file updates in the next patch anyway.\n\nChange-Id: Id3d04655264480b202a58b93a813360003707508\n""}, {'number': 4, 'created': '2017-08-15 12:39:38.000000000', 'files': ['transform.py'], 'web_link': 'https://opendev.org/openstack/service-types-authority/commit/288127acb09af5290c580622ce66307a7608a8be', 'message': ""Only run json.dump once\n\nRather than dump twice, once for each file, dump once to a variable.\nThen, while we've got it in memory, strip trailing spaces. It's not\nrequired that json output have no trailing spaces, but gerrit shows them\nas does vim when opening files to look at them. It's easy to rememdy,\nand we're rolling out some file updates in the next patch anyway.\n\nChange-Id: Id3d04655264480b202a58b93a813360003707508\n""}]",1,493363,288127acb09af5290c580622ce66307a7608a8be,12,3,4,2,,,0,"Only run json.dump once

Rather than dump twice, once for each file, dump once to a variable.
Then, while we've got it in memory, strip trailing spaces. It's not
required that json output have no trailing spaces, but gerrit shows them
as does vim when opening files to look at them. It's easy to rememdy,
and we're rolling out some file updates in the next patch anyway.

Change-Id: Id3d04655264480b202a58b93a813360003707508
",git fetch https://review.opendev.org/openstack/service-types-authority refs/changes/63/493363/1 && git format-patch -1 --stdout FETCH_HEAD,['transform.py'],1,c48bed3793bb8bd109e37a0c114f0735ae5d4a47,more-transformations," output = json.dumps(mapping, indent=2) output.replace(' \n', '\n') unversioned_filename = 'service-types.json' versioned_filename = 'service-types.json.{version}'.format( for filename in (unversioned_filename, versioned_filename): open(filename, 'w').write(output)"," json.dump(mapping, open('service-types.json', 'w'), indent=2) versioned_file_name = 'service-types.json.{version}'.format( json.dump(mapping, open(versioned_file_name, 'w'), indent=2)",6,3
